SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,Educational Service District 113,25,Pacific,25118,South Bend School District,10,39,38,23,58.9,23,58.89,60.5,5,12.8,10,25.6,3,7.59,7,17.89,13,33.29,1,2.5,16,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,35,31,81.5,31,81.5,88.6,1,2.6,3,7.79,3,7.79,22,57.79,6,15.69,3,7.79,7,18.39,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,3,679,678,547,80.5,547,80.5,80.7,54,7.9,77,11.3,9,1.3,190,27.89,348,51.2,1,0.1,132,19.39,2,2,8,,678,677,520,76.59,520,76.59,76.8,68,10,89,13.09,2,0.2,280,41.2,238,35.1,1,0.1,158,23.3,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,4,719,718,545,75.7,545,75.7,75.9,27,3.7,146,20.3,16,2.2,288,40,241,33.5,1,0.1,174,24.19,1,3,12,,718,717,475,66.09,475,66.09,66.2,137,19,105,14.59,2,0.2,251,34.89,222,30.89,1,0.1,243,33.79,2,3,12,,718,710,434,60.39,434,60.39,61.1,93,12.9,183,25.39,7,0.9,275,38.29,152,21.1,8,1.1,284,39.5,1,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.76
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,5,729,729,575,78.79,575,78.79,78.9,35,4.79,119,16.3,18,2.39,187,25.6,370,50.7,0,0,154,21.1,0,6,14,,729,729,561,76.9,561,76.9,77,61,8.3,107,14.59,8,1,247,33.79,306,41.89,0,0,168,23,1,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,730,730,543,74.29,543,74.29,74.4,56,7.59,131,17.89,19,2.6,274,37.5,250,34.2,0,0,187,25.6,0,5,14,NA,3.17,3.06
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,6,700,699,562,80.2,562,80.2,80.4,39,5.5,98,14,13,1.8,349,49.79,200,28.5,1,0.1,138,19.69,1,7,12,,699,698,539,77.09,539,77.09,77.2,66,9.4,93,13.3,8,1.1,277,39.6,254,36.29,1,0.1,160,22.8,2,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,7,740,740,525,70.9,525,70.9,70.9,60,8.09,155,20.89,15,2,249,33.6,261,35.2,0,0,215,29,0,8,7,,743,743,412,55.39,412,55.39,55.5,171,23,160,21.5,8,1,225,30.19,179,24,0,0,331,44.5,0,5,7,,740,735,491,66.29,491,66.29,66.8,79,10.59,165,22.19,15,2,341,46,135,18.19,5,0.6,249,33.6,0,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.53
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,8,707,704,447,63.2,447,63.2,63.5,100,14.09,157,22.19,10,1.39,183,25.8,254,35.89,3,0.4,260,36.7,0,8,6,,709,705,395,55.7,395,55.7,56,164,23.1,146,20.5,10,1.39,247,34.79,138,19.39,4,0.5,314,44.2,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,707,704,482,68.09,482,68.09,68.5,67,9.4,155,21.89,15,2.1,382,54,85,12,3,0.4,225,31.8,0,8,6,NA,2.79,2.46
2013-14,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,10,676,675,605,88.9,601,88.9,89,28,4.09,46,6.79,20,2.89,156,23,425,62.79,1,0.1,75,11,21,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,669,657,591,87.8,587,87.7,89.3,19,2.79,51,7.59,25,3.7,333,49.7,229,34.2,12,1.7,82,12.19,28,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,
2013-14,Northwest Educational Service District 189,15,Island,15206,South Whidbey School District,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,15,Island,15206,South Whidbey School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98,67,67.59,67,67.59,68.4,10,10.09,21,21.19,0,0,45,45.39,22,22.19,1,1,32,32.29,0,1,2,NA,,
2013-14,Northwest Educational Service District 189,15,Island,15206,South Whidbey School District,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,112,90,73.09,90,73.09,80.4,4,3.2,18,14.59,0,0,59,47.89,31,25.19,11,8.9,33,26.8,0,0,3,NA,,
2013-14,Northwest Educational Service District 189,15,Island,15206,South Whidbey School District,10,151,138,130,86,130,86,94.2,2,1.3,6,3.89,4,2.6,31,20.5,95,62.89,13,8.59,21,13.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,139,132,87.4,132,87.4,95,2,1.3,5,3.29,4,2.6,72,47.6,56,37,12,7.9,19,12.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,
2013-14,Educational Service District 113,23,Mason,23042,Southside School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,16,66.59,16,66.59,66.7,4,16.6,4,16.6,0,0,11,45.79,5,20.8,0,0,8,33.29,0,0,,NA,,
2013-14,Educational Service District 101,,,32081,Spokane School District,3,402,400,271,67.4,271,67.4,67.8,60,14.9,69,17.1,4,0.9,115,28.6,152,37.79,2,0.4,131,32.5,0,1,37,,402,401,211,52.39,211,52.39,52.6,91,22.6,99,24.6,0,0,144,35.79,67,16.6,1,0.2,191,47.5,0,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,2.46
2013-14,Educational Service District 101,,,32081,Spokane School District,4,334,331,201,60.1,201,60.1,60.7,26,7.7,104,31.1,4,1.1,125,37.39,72,21.5,3,0.8,133,39.79,1,5,22,,334,332,176,52.6,176,52.6,53,81,24.19,75,22.39,0,0,104,31.1,72,21.5,2,0.5,158,47.29,1,5,22,,333,325,179,53.7,179,53.7,55.1,69,20.69,77,23.1,0,0,128,38.39,51,15.3,8,2.39,154,46.2,1,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.48
2013-14,Educational Service District 101,,,32081,Spokane School District,5,341,339,229,67.09,229,67.09,67.6,34,9.9,76,22.19,3,0.8,102,29.89,124,36.29,2,0.5,112,32.79,0,4,43,,341,340,197,57.7,197,57.7,57.9,66,19.3,77,22.5,3,0.8,116,34,78,22.8,1,0.2,144,42.2,0,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,2137,1478,68.4,1478,68.4,69.2,289,13.3,370,17.1,13,0.6,748,34.6,717,33.1,23,1,682,31.5,3,13,43,NA,2.89,2.58
2013-14,Educational Service District 101,,,32081,Spokane School District,6,317,310,198,62.39,198,62.39,63.9,39,12.3,73,23,2,0.6,115,36.2,81,25.5,7,2.2,119,37.5,0,7,44,,317,310,194,61.1,194,61.1,62.6,62,19.5,54,17,1,0.3,110,34.7,83,26.1,7,2.2,123,38.79,0,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.62
2013-14,Educational Service District 101,,,32081,Spokane School District,7,618,612,371,60,371,60,60.6,101,16.3,140,22.6,23,3.7,163,26.3,185,29.89,6,0.9,247,39.89,3,10,35,,618,606,272,44,272,44,44.9,192,31,142,22.89,4,0.6,184,29.69,84,13.5,12,1.89,346,55.89,3,11,34,,616,598,380,61.6,380,61.6,63.5,109,17.6,109,17.6,18,2.89,257,41.7,105,17,18,2.89,236,38.29,7,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.2
2013-14,Educational Service District 101,,,32081,Spokane School District,8,617,601,365,59.1,365,59.1,60.7,107,17.3,129,20.89,13,2.1,131,21.19,221,35.79,16,2.5,252,40.79,1,9,49,,614,597,230,37.39,230,37.39,38.5,250,40.7,117,19,2,0.3,161,26.19,67,10.9,17,2.7,384,62.5,2,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,2134,1515,69.4,1515,69.4,71,216,9.9,403,18.39,51,2.29,945,43.29,519,23.69,47,2.1,666,30.5,14,18,50,NA,2.66,2.01
2013-14,Educational Service District 101,,,32081,Spokane School District,10,2000,1928,1615,80.5,1611,80.5,83.6,156,7.7,161,8,43,2.1,459,22.89,1109,55.39,72,3.5,389,19.39,33,43,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,1890,1669,83.8,1667,83.79,88.2,75,3.7,148,7.4,52,2.6,785,39.39,830,41.7,99,4.9,322,16.1,42,45,30,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,
2013-14,Educational Service District 101,,,22008,Sprague School District,3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,,,22008,Sprague School District,4,12,11,9,75,9,75,81.8,0,0,2,16.6,0,0,5,41.6,4,33.29,1,8.3,3,25,0,0,,,11,11,4,36.29,4,36.29,36.4,1,9,6,54.5,0,0,3,27.19,1,9,0,0,7,63.6,0,0,1,,12,11,9,75,9,75,81.8,0,0,2,16.6,0,0,4,33.29,5,41.6,1,8.3,3,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.36
2013-14,Educational Service District 101,,,22008,Sprague School District,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38322,St. John School District,3,13,13,11,84.59,11,84.59,84.6,0,0,2,15.3,0,0,4,30.69,7,53.79,0,0,2,15.3,0,0,,,13,13,11,84.59,11,84.59,84.6,1,7.59,1,7.59,0,0,7,53.79,4,30.69,0,0,2,15.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,3.07
2013-14,Educational Service District 101,38,Whitman,38322,St. John School District,4,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38322,St. John School District,5,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,38,Whitman,38322,St. John School District,10,19,18,17,89.4,17,89.4,94.4,0,0,1,5.2,0,0,7,36.79,10,52.6,1,5.2,2,10.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,17,89.4,17,89.4,94.4,0,0,1,5.2,0,0,10,52.6,7,36.79,1,5.2,2,10.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,3,322,320,259,80.4,259,80.4,80.9,25,7.7,36,11.09,1,0.3,97,30.1,161,50,2,0.6,63,19.5,0,1,3,,322,319,232,72,232,72,72.7,28,8.59,59,18.3,1,0.3,119,36.89,112,34.7,3,0.9,90,27.89,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.95
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,4,312,309,241,77.2,241,77.2,78,12,3.79,56,17.89,4,1.19,101,32.29,136,43.5,3,0.9,71,22.69,1,1,3,,313,310,226,72.2,226,72.2,72.9,45,14.3,39,12.4,1,0.3,81,25.8,144,46,3,0.9,87,27.69,1,0,3,,313,303,220,70.2,220,70.2,72.6,20,6.29,63,20.1,1,0.3,118,37.6,101,32.2,10,3.1,93,29.69,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.01
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,5,340,338,266,78.2,266,78.2,78.7,16,4.7,56,16.39,3,0.8,87,25.5,176,51.7,2,0.5,74,21.69,0,2,2,,341,339,255,74.7,255,74.7,75.2,40,11.69,44,12.9,1,0.2,121,35.39,133,39,2,0.5,86,25.19,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,341,339,256,75,256,75,75.5,20,5.79,63,18.39,0,0,120,35.1,136,39.79,2,0.5,85,24.89,0,1,2,NA,3.21,3
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,6,344,338,271,78.7,271,78.7,80.2,22,6.29,45,13,6,1.7,129,37.5,136,39.5,6,1.7,73,21.19,0,0,3,,344,339,220,63.89,220,63.89,64.9,57,16.5,62,18,0,0,115,33.39,105,30.5,5,1.39,124,36,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.75
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,7,363,359,264,72.7,264,72.7,73.5,31,8.5,64,17.6,7,1.89,107,29.39,150,41.29,4,1.1,99,27.19,1,3,4,,361,356,246,68.09,246,68.09,69.1,56,15.5,54,14.9,2,0.5,115,31.8,129,35.7,5,1.3,115,31.8,3,3,4,,362,353,279,77,279,77,79,28,7.7,46,12.69,4,1.1,146,40.29,129,35.6,9,2.39,83,22.89,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.84
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,8,355,353,284,80,284,80,80.5,31,8.69,38,10.69,1,0.2,76,21.39,207,58.29,2,0.5,71,20,1,3,3,,354,352,230,64.9,230,64.9,65.3,62,17.5,60,16.89,0,0,110,31,120,33.79,2,0.5,124,35,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,355,353,266,74.9,266,74.9,75.4,28,7.79,59,16.6,5,1.39,196,55.2,65,18.3,2,0.5,89,25,1,3,3,NA,3.27,2.79
2013-14,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,10,367,352,331,89.9,330,89.9,93.8,11,2.89,11,2.89,12,3.2,90,24.5,228,62.1,15,4,37,10,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,367,350,337,91.5,336,91.5,96,3,0.8,11,2.89,10,2.7,167,45.5,159,43.29,17,4.59,31,8.4,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,
2013-14,Educational Service District 123,11,Franklin,11054,Star School District,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,7,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 123,7,Columbia,7035,Starbuck School District,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,North Central Educational Service District 171,4,Chelan,4069,Stehekin School District,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,4,Chelan,4069,Stehekin School District,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,North Central Educational Service District 171,4,Chelan,4069,Stehekin School District,7,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,North Central Educational Service District 171,4,Chelan,4069,Stehekin School District,8,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,3,211,210,170,80.5,170,80.5,81,19,9,21,9.9,0,0,63,29.8,107,50.7,1,0.4,41,19.39,0,2,,,211,210,155,73.4,155,73.4,73.8,22,10.4,33,15.59,0,0,82,38.79,73,34.5,1,0.4,56,26.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,2.96
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,4,239,238,192,80.29,192,80.29,80.7,5,2,41,17.1,1,0.4,100,41.79,91,38,1,0.4,47,19.6,0,1,2,,239,238,180,75.29,180,75.29,75.6,34,14.19,24,10,0,0,74,30.89,106,44.29,1,0.4,59,24.6,0,1,2,,239,234,186,77.79,186,77.79,79.5,16,6.59,32,13.3,0,0,98,41,88,36.79,5,2,53,22.1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.04
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,5,263,262,204,77.5,204,77.5,77.9,12,4.5,46,17.39,0,0,77,29.19,127,48.2,1,0.3,59,22.39,1,1,2,,263,263,189,71.79,189,71.79,71.9,32,12.09,42,15.9,0,0,104,39.5,85,32.29,0,0,74,28.1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,263,262,182,69.2,182,69.2,69.5,27,10.19,53,20.1,0,0,92,34.89,90,34.2,1,0.3,81,30.69,0,2,2,NA,3.2,2.92
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,6,252,252,212,84.09,212,84.09,84.1,8,3.1,32,12.59,0,0,111,44,101,40,0,0,40,15.8,0,1,,,252,252,181,71.79,181,71.79,71.8,22,8.69,49,19.39,0,0,104,41.2,77,30.5,0,0,71,28.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.93
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,7,228,226,173,75.79,173,75.79,76.5,14,6.09,39,17.1,0,0,76,33.29,97,42.5,2,0.8,55,24.1,1,3,1,,225,224,145,64.4,145,64.4,64.7,35,15.5,44,19.5,0,0,83,36.79,62,27.5,1,0.4,80,35.5,3,4,1,,231,225,171,74,171,74,76,21,9,33,14.19,0,0,85,36.7,86,37.2,6,2.5,60,25.89,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.75
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,8,260,260,198,76.09,198,76.09,76.2,15,5.7,47,18,0,0,76,29.19,122,46.89,0,0,62,23.8,2,3,5,,260,260,133,51.1,133,51.1,51.2,57,21.89,70,26.89,0,0,81,31.1,52,20,0,0,127,48.79,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,259,259,176,67.9,176,67.9,68,20,7.7,63,24.3,0,0,126,48.6,50,19.3,0,0,83,32,3,3,5,NA,3.17,2.49
2013-14,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,10,210,209,185,88,185,88,88.5,11,5.2,13,6.09,2,0.9,39,18.5,144,68.5,1,0.4,25,11.9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,203,183,88.8,183,88.79,90.1,7,3.29,13,6.29,0,0,121,58.7,62,30,3,1.39,23,11.09,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,5,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,6,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,7,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,38,Whitman,38304,Steptoe School District,8,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,3,56,55,39,69.59,39,69.59,70.9,9,16,7,12.5,0,0,27,48.2,12,21.39,1,1.7,17,30.3,1,1,,,56,55,24,42.79,24,42.79,43.6,12,21.39,19,33.89,1,1.7,17,30.3,6,10.69,1,1.7,32,57.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.23
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,4,54,54,24,44.39,24,44.39,44.4,14,25.89,16,29.6,3,5.5,20,37,1,1.8,0,0,30,55.5,0,0,,,54,54,19,35.1,19,35.1,35.2,28,51.79,7,12.9,0,0,17,31.39,2,3.7,0,0,35,64.79,0,0,,,54,49,15,27.69,15,27.69,30.6,24,44.39,10,18.5,3,5.5,8,14.8,4,7.4,5,9.19,39,72.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,1.87
2013-14,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,5,74,73,54,72.9,54,72.9,74,6,8.09,13,17.5,2,2.7,24,32.39,28,37.79,1,1.3,20,27,0,0,,,74,73,48,64.79,48,64.79,65.8,14,18.89,11,14.8,0,0,32,43.2,16,21.6,1,1.3,26,35.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,73,54,72.9,54,72.9,74,9,12.09,10,13.5,0,0,38,51.29,16,21.6,1,1.3,20,27,0,0,,NA,2.91,2.64
